ཀཝ་ kau
ལྟོ་རས་ tôra,
ལྟོ་རས་ tôra,
ལྟོཝ་བཀྱེས་ནི་ tou
ལྡེ་མིག་བུ་ dimib’u,
ལྡེ་མིག་རྐྱབ་ནི་ dimi
ལམ་འགྱོ་ནི་ lamjo-ni,
ལམ་ཡིག་ lamyi,
ལས་ཁུངས་ läkhung,
ལས་བསག་ནི་ läsâ-ni,
ལས་རིམ་ lärim,
ལྷ་པ་ lhapa,
ལྷགཔ་ Lhap,
ལྷན་ཁག་ lhenkha,
ལྷམ་ lham,
ལྷོད་ནི་ hö-ni,
ལཱ་ཁག་ lâkha,
ལཱ་འགན་ lâgen,
ལཱ་སྐོར་ lâko,
ལཱ་སར་ lâsa,
ལུངམ་ lum,
ལུས་ནི་ lü-ni
ལུས་ནི་ lü-ni,
ལེ་ཤ་ läsha,
ལེགས་ནི་ lä-ni,
ལོ་ཐོག་ lotho,
ལོ་རྒྱུས་ lôju,
ལོག་ lo,
ལོག་ནི་ lôni,
ལོངས་སྤྱོད་ནི་ longcö-ni,
ལོན་ b’ölö
ལོམ་ lôm,
ཤ་བདའ་ནི་ shada-ni,
ཤར་ནི་ shâ-ni,
ཤི་ནི་ shi-ni,
ཤུགས་འབད་ shûbe,
ཤུལ་ལས་ shüle,
ཤོབ་རྐྱབ་ནི་ shop
ཤོར་ནི་ shô-ni,
ས་གཞིས་ sazhi,
ས་ཐ་ satha,
ས་ཞིང་ sazh’i,
ས་སྟོང་ sâto,
སྐད་ kê,
སྐད་སྒྱུར་ kêju,
སྐམ་ kam,
སྐྱ་སྒོགཔ་ cagop,
སྐྱིད་ཏོང་ཏོ་ kîtongto,
སྐྱིད་པ་ kiba
སྐྱིད་སྡུག་ kîdu,
སྐྱེས་ནི་ ke-ni,
སྐྱེས་ལྷ་ kêlha,
སྐྱོ་ནི་ co-ni,
སྐྱོ་སྐྱོཝ་ cocou,
སྐརམ་ kâm,
སྐུ་གཟུགས་བཟངམ་kuzuzâmbe, adv.,
སྐུ་མདུན་ kundü,
སྐུ་རྟེན་ kuten,
སྒང་ gang,
སྒྱིད་སྡུག་ gîdu,
སྒྲིག་ནི་ drî-ni,
སྔུ་ནི་ ’ngu-ni,
སྔུ་རལ་འཐབ་ནི་ ’ngurä
སྟབས་བདེ་ནི་ tapde-ni,
སྟབས་སྒྲིག་ནི་ tapdrî-ni,
སྟེ་ te,
སྟོང་བཏབ་ནི་ tong
སྟོངམ་ tôm,
སྟོངམ་ tôm,
སྟོན་ནི་ tön-ni,
སྟོན་བྱིན་ནི་ tönbj’in-ni,
སྡུག་བསྔལ་ du-nge,
སྡོད་ནི་ dö-ni,
སྡོད་སར་ dösa,
སྣུམ་འཁོར་ ’numkho,
སྤང་སྐྱེས་ pangke,
སྤྱ་དཀར་ pcaka,
སྤྱང་ཀ་ pcangka,
སྤྱང་འཁྱམས་ནི་ pcangchamni,
སྤྲོད་ནི་ trö-ni,
སྤུ་ pu,
སྤུན་ཆ་ pincha,
སྤོ་ནི་ po-ni,
སྦ་ནི་ bâ-ni,
སྦང་ནི་ bang-ni,
སྦྱིན་པ་ jimba,
སྦལ་ཤ་ bäsha,
སྨན་ཁང་ ’menkha,
སྨས་ ’mä,
སྲས་ sä,
སློབ་གྲྭ་ ’lopdra,
སློབ་གྲྭ་ ’lopdra,
སློབ་གྲྭཔ་ ’lopdrap,
སློབ་དཔོན་ ’löbö,
སློབ་ཕྲུགཔ་ ’lopthrup,
སློབམ་ ’lôm,
སེང་གེ་ singge,
སེང་གེ་དཀརམོ་ singge
སེན་མོ་ sêmu,
སེམས་ sem,
སེམས་ཁར་འབབ་ནི་ semkha
སེམས་ཅན་ semce,
སེམས་ཆགས་ནི་ semchâ-ni,
སེམས་རྣམ་རྟོག་ sem’namto,
སེར་གུ་ sêgu,
སེརཔོ་ sêp,
སེརཝ་ siu,
སོ་བཏབ་ནི་ so
ཧ་གོ་ནི་ hag’o-ni,
ཧ་ཡང་ hayang,
ཧ་ལམ་ halam,
ཧ་ལས་ནི་ halä-ni,
ཧིང་སངས་སང་ hingsangsa,
ཧེང་བཀལ་ hengke,
ཧོན་ཚོད་ höntshö,
ཧོནམ་ höm,
ཨ་ཙི་གཅིག་ ’atsici,
ཨ་རོགས་དགའ་རོགས་ ’arogaro,
ཨམ་ ’am,
ཨའུ་ ’au,
ཨརཝ་རྐུ་ནི་ ’âuku-ni,
ཨེ་ཏོ་མེ་ཏོག་ ’ätomito,
ཨེན་ཏ་ ’entha,
